demo_id,chassis,car_number,lap_number,actual_lap_time,predicted_lap_time,prediction_error,accx_can_mean,accx_can_std,accx_can_max,accy_can_mean,accy_can_std,accy_can_max,ath_mean,ath_std,ath_max,pbrake_r_mean,pbrake_r_std,pbrake_r_max,pbrake_f_mean,pbrake_f_std,pbrake_f_max,gear_mean,gear_std,gear_max,Steering_Angle_mean,Steering_Angle_std,Steering_Angle_max,nmot_mean,nmot_std,nmot_max,cornering_aggression,braking_intensity,throttle_consistency,track_length,track_corners,track_elevation,calculated_avg_speed_kmh,calculated_avg_speed_mps,calculated_top_speed_kmh,raw_accx_can_mean,raw_accy_can_mean,raw_ath_mean,raw_pbrake_f_mean,raw_pbrake_r_mean,raw_nmot_mean,raw_Steering_Angle_mean,raw_gear_mean,raw_cornering_gforce,raw_braking_gforce,raw_top_speed,raw_avg_speed,raw_rpm_peak,raw_throttle_usage,lap_efficiency,track,track_length_km,session_type,data_source,prediction_confidence
10,GR86-061,051,1,153.034,151.91742,1.1165805664062418,0.007893772847387613,0.23572365162533274,0.4124,-0.07458829182729368,0.6207707860565296,1.5094285714285716,51.65554377978889,33.195453648728524,100.035,5.585055135714563,11.789812955003898,76.048,5.644232599963192,11.596194441115562,91.8875,2.524693176780814,0.8447792030044462,4.090909090909091,-5.5366197993832005,37.70280803464848,422.53333333333336,5893.057602996255,897.7579324652619,7300.0,1.5094285714285716,16.27700867464684,0.03012369967532064,4.05,12,50,95.27294588130744,26.464707189252064,114.32753505756892,0.007893772847387613,-0.07458829182729368,51.65554377978889,5.644232599963192,5.585055135714563,5893.057602996255,-5.5366197993832005,2.524693176780814,1.5094285714285716,-0.4124,114.32753505756892,95.27294588130744,7300.0,51.65554377978889,0.8333333333333334,sonoma,4.05,race,demo,0.95
11,GR86-061,051,10,120.396,118.715775,1.6802254638671883,0.007893772847387613,0.23572365162533274,0.4124,-0.07458829182729368,0.6207707860565296,1.5094285714285716,51.65554377978889,33.195453648728524,100.035,5.585055135714563,11.789812955003898,76.048,5.644232599963192,11.596194441115562,91.8875,2.524693176780814,0.8447792030044462,4.090909090909091,-5.5366197993832005,37.70280803464848,422.53333333333336,5893.057602996255,897.7579324652619,7300.0,1.5094285714285716,16.27700867464684,0.03012369967532064,4.05,12,50,121.10036878301605,33.63899132861557,145.32044253961925,0.007893772847387613,-0.07458829182729368,51.65554377978889,5.644232599963192,5.585055135714563,5893.057602996255,-5.5366197993832005,2.524693176780814,1.5094285714285716,-0.4124,145.32044253961925,121.10036878301605,7300.0,51.65554377978889,0.8333333333333334,sonoma,4.05,race,demo,0.95
12,GR86-038,093,20,114.789,115.13773,-0.34873345947265477,0.26055809891512505,0.24162499096506806,0.6088571428571429,-0.05652786756604567,0.625814148117624,1.44175,57.09072946469683,33.641436925148284,99.7957142857143,5.397293907474606,10.126405082206883,67.945,5.639192492217145,10.551180714221937,68.08749999999999,2.5611637025525913,0.8797650392625458,4.0,-8.192366209150931,33.69473880337055,72.56666666666666,5905.761501831502,786.438335041051,7287.0,1.44175,12.071839763262224,0.029724362780999474,4.05,12,50,127.0156548101299,35.28212633614719,152.41878577215587,0.26055809891512505,-0.05652786756604567,57.09072946469683,5.639192492217145,5.397293907474606,5905.761501831502,-8.192366209150931,2.5611637025525913,1.44175,-0.6088571428571429,152.41878577215587,127.0156548101299,7287.0,57.09072946469683,0.8333333333333334,sonoma,4.05,race,demo,0.95
13,GR86-013,080,10,121.906,121.45356,0.45244012451172466,-0.008464248631172629,0.24420291680764245,0.42325,-0.0736449382972994,0.6123538367393853,1.4111428571428573,56.02296436177265,32.903128178281854,100.037,5.465853289732449,9.3226575810859,56.83833333333333,5.503480811859061,9.158160628014917,51.303,2.7053368029553058,0.8328506513306065,4.142857142857143,-9.706283428660425,31.385957172967906,58.48571428571429,5707.235477802859,893.9886534084857,7168.0,1.4111428571428573,9.320225059095652,0.03039132337990475,4.05,12,50,119.60034780896757,33.222318835824325,143.52041737076107,-0.008464248631172629,-0.0736449382972994,56.02296436177265,5.503480811859061,5.465853289732449,5707.235477802859,-9.706283428660425,2.7053368029553058,1.4111428571428573,-0.42325,143.52041737076107,119.60034780896757,7168.0,56.02296436177265,0.8333333333333335,sonoma,4.05,race,demo,0.95
14,GR86-002,002,13,145.173,145.12665,0.04635205078125182,0.004823128978441854,0.22898789263492678,0.3614285714285714,-0.06652562731946048,0.6576245782415536,1.62675,57.699589744466266,34.773705382271416,100.00428571428571,6.823110271466835,15.13407623759478,114.43800000000002,6.325186502255703,13.970634758201266,89.3107142857143,2.5385188979227795,0.8038692466807508,4.0,-5.6706677310674545,30.328332012946422,77.35714285714286,5922.937766645119,792.2521902145988,7235.0,1.62675,14.117622718500177,0.02875653406713872,4.05,12,50,100.43189849352152,27.897749581533756,120.51827819222581,0.004823128978441854,-0.06652562731946048,57.699589744466266,6.325186502255703,6.823110271466835,5922.937766645119,-5.6706677310674545,2.5385188979227795,1.62675,-0.3614285714285714,120.51827819222581,100.43189849352152,7235.0,57.699589744466266,0.8333333333333334,sonoma,4.05,race,demo,0.95
15,GR86-024,041,4,117.148,117.39299,-0.24499011230469137,-0.0005269054032085082,0.23613454566643038,0.41344444444444445,-0.07203956973083198,0.6235871499731019,1.4534,54.911258077130306,32.79129907951829,100.045,4.900609029525619,8.522505289632848,53.486428571428576,5.034667849382988,8.831853123192712,47.54,2.6244702538711455,0.8212904754893133,4.0,-8.57999845733441,32.18784747229807,67.53333333333333,5738.823096821878,898.6580917400784,7181.0,1.4534,9.440654431929023,0.030494964612730956,4.05,12,50,124.45795062655786,34.571652951821626,149.34954075186943,-0.0005269054032085082,-0.07203956973083198,54.911258077130306,5.034667849382988,4.900609029525619,5738.823096821878,-8.57999845733441,2.6244702538711455,1.4534,-0.41344444444444445,149.34954075186943,124.45795062655786,7181.0,54.911258077130306,0.8333333333333334,sonoma,4.05,race,demo,0.95
16,GR86-036,098,4,114.531,117.02805,-2.4970532836914003,0.00954038395227907,0.238455825353381,0.3718333333333333,-0.06562804208786034,0.6388821140287018,1.447142857142857,56.93352187511127,34.203426199890814,100.0311111111111,5.2237011781786595,10.164544928820858,77.69624999999999,4.912852088294305,9.406763493124213,59.782000000000004,2.6716756225792238,0.8481306585132237,4.625,-4.931173351805427,32.26285795624651,74.80000000000001,5778.725328692962,796.9837221166139,7196.0,1.447142857142857,12.166015363468441,0.029235982330356774,4.05,12,50,127.30177855777038,35.361605154936214,152.76213426932443,0.00954038395227907,-0.06562804208786034,56.93352187511127,4.912852088294305,5.2237011781786595,5778.725328692962,-4.931173351805427,2.6716756225792238,1.447142857142857,-0.3718333333333333,152.76213426932443,127.30177855777038,7196.0,56.93352187511127,0.8333333333333335,sonoma,4.05,race,demo,0.95
17,GR86-006,007,4,114.66,116.78172,-2.121723022460941,0.007325462824212825,0.23517103061416636,0.3437,-0.07657302421223174,0.6492762811482482,1.441,56.63754207979294,33.2654246333334,100.07833333333333,4.908141899302888,8.702121122204497,59.6575,4.864514515538474,8.597904267782743,57.544999999999995,2.674756059572236,0.8238276010397777,4.375,-9.314543865992396,27.68744627021197,63.315384615384616,5802.900782997763,895.2789417244633,7338.0,1.441,11.827115059717666,0.03006033894601305,4.05,12,50,127.15855572998431,35.321821036106755,152.59026687598117,0.007325462824212825,-0.07657302421223174,56.63754207979294,4.864514515538474,4.908141899302888,5802.900782997763,-9.314543865992396,2.674756059572236,1.441,-0.3437,152.59026687598117,127.15855572998431,7338.0,56.63754207979294,0.8333333333333334,sonoma,4.05,race,demo,0.95
18,GR86-047,021,13,136.512,137.72282,-1.210824096679687,0.00492201230685519,0.23843828580634183,0.3618181818181818,-0.08952336438290089,0.6158053152104789,1.454625,55.86902767358316,32.87614061476409,100.02555555555556,5.791520046545668,10.860802276848817,82.43,5.908493321975585,11.098611575070548,60.81444444444445,2.8645560196813324,0.872239193478147,5.0,-4.33560598640134,30.714625559450315,71.3875,5556.94534368071,1076.5214322497643,7297.0,1.454625,10.290974391712105,0.030416270432926017,4.05,12,50,106.80379746835443,29.667721518987342,128.1645569620253,0.00492201230685519,-0.08952336438290089,55.86902767358316,5.908493321975585,5.791520046545668,5556.94534368071,-4.33560598640134,2.8645560196813324,1.454625,-0.3618181818181818,128.1645569620253,106.80379746835443,7297.0,55.86902767358316,0.8333333333333335,sonoma,4.05,race,demo,0.95
19,GR86-035,011,4,117.0,117.901054,-0.9010543823242188,-0.013122483303305853,0.2386976180405803,0.33375,-0.07765104832933609,0.6208929575851904,1.38975,54.34016851917186,34.297881620672975,100.15,5.265615772344939,10.11073651909097,80.72272727272728,5.076495891752015,9.352573151046556,67.15125,2.741210840402153,0.8698062947713873,4.444444444444445,-7.728881290972327,32.29819833332072,79.17500000000001,5626.3565058479535,962.6985830511125,7294.0,1.38975,13.225269194029645,0.029155469588176594,4.05,12,50,124.61538461538461,34.61538461538461,149.53846153846152,-0.013122483303305853,-0.07765104832933609,54.34016851917186,5.076495891752015,5.265615772344939,5626.3565058479535,-7.728881290972327,2.741210840402153,1.38975,-0.33375,149.53846153846152,124.61538461538461,7294.0,54.34016851917186,0.8333333333333335,sonoma,4.05,race,demo,0.95
20,GR86-037,003,9,119.07,123.1092,-4.039199523925788,-0.004197362976238214,0.2426949069973543,0.3433333333333333,-0.06486506579118544,0.6183717059876765,1.4422000000000001,60.261538458177526,33.642878279603956,100.001,5.356003602493915,10.473305880631829,64.56272727272727,5.610309179276251,11.301875647360397,73.32666666666667,2.726120957634357,0.8922471971022767,4.571428571428571,-2.7352014102136426,30.94049197177432,68.65,5657.332716049383,954.3362856303702,7084.5,1.4422000000000001,13.06765753301877,0.029723089344495503,4.05,12,50,122.44897959183675,34.013605442176875,146.9387755102041,-0.004197362976238214,-0.06486506579118544,60.261538458177526,5.610309179276251,5.356003602493915,5657.332716049383,-2.7352014102136426,2.726120957634357,1.4422000000000001,-0.3433333333333333,146.9387755102041,122.44897959183675,7084.5,60.261538458177526,0.8333333333333334,sonoma,4.05,race,demo,0.95
21,GR86-051,071,17,114.358,114.65239,-0.2943895263671834,-0.009053930397398536,0.24080614820747312,0.34400000000000003,-0.06786662640660598,0.6511735925556713,1.4356666666666664,56.58254907435242,33.30511593158537,100.03,4.848062391762045,9.359336469554625,65.66,4.764578027563934,8.741938502618734,43.56,2.6695931981961394,0.8497512597995749,5.0,-10.256469404551513,31.03223870069565,61.970000000000006,5790.497757475084,805.8392412584719,7203.0,1.4356666666666664,9.14054911031789,0.03002451567916584,4.05,12,50,127.49435981741549,35.41509994928208,152.99323178089858,-0.009053930397398536,-0.06786662640660598,56.58254907435242,4.764578027563934,4.848062391762045,5790.497757475084,-10.256469404551513,2.6695931981961394,1.4356666666666664,-0.34400000000000003,152.99323178089858,127.49435981741549,7203.0,56.58254907435242,0.8333333333333334,sonoma,4.05,race,demo,0.95
22,GR86-028,089,3,117.07,117.12002,-0.05001800537110057,0.004084786323971658,0.24410701752968447,0.42300000000000004,-0.07435567634813449,0.6256468205041891,1.452111111111111,57.95682355986076,33.58023936617271,100.11500000000001,6.963858329888944,12.761012798541078,73.70100000000001,6.4365512306675665,12.71512594946875,94.02499999999999,2.5406272665514806,0.8491124879571715,4.833333333333333,-11.01806903388615,32.36184911562037,62.64,5895.762817638266,786.7574289080974,7343.0,1.452111111111111,14.605709008120733,0.029778531670493585,4.05,12,50,124.54087298197659,34.59468693943794,149.4490475783719,0.004084786323971658,-0.07435567634813449,57.95682355986076,6.4365512306675665,6.963858329888944,5895.762817638266,-11.01806903388615,2.5406272665514806,1.452111111111111,-0.42300000000000004,149.4490475783719,124.54087298197659,7343.0,57.95682355986076,0.8333333333333334,sonoma,4.05,race,demo,0.95
23,GR86-035,011,20,115.234,115.367096,-0.13309594726563034,-0.013122483303305853,0.2386976180405803,0.33375,-0.07765104832933609,0.6208929575851904,1.38975,54.34016851917186,34.297881620672975,100.15,5.265615772344939,10.11073651909097,80.72272727272728,5.076495891752015,9.352573151046556,67.15125,2.741210840402153,0.8698062947713873,4.444444444444445,-7.728881290972327,32.29819833332072,79.17500000000001,5626.3565058479535,962.6985830511125,7294.0,1.38975,13.225269194029645,0.029155469588176594,4.05,12,50,126.5251575055973,35.14587708488814,151.83018900671675,-0.013122483303305853,-0.07765104832933609,54.34016851917186,5.076495891752015,5.265615772344939,5626.3565058479535,-7.728881290972327,2.741210840402153,1.38975,-0.33375,151.83018900671675,126.5251575055973,7294.0,54.34016851917186,0.8333333333333335,sonoma,4.05,race,demo,0.95
24,GR86-022,013,16,114.975,114.95858,0.016419982910150566,0.014125867186255085,0.23469206412548319,0.38111111111111107,-0.05220336154051088,0.6263866410403843,1.5773333333333335,59.57472135661601,33.79515282638187,100.06181818181818,5.4662321422276285,10.269373269081422,60.090999999999994,5.284254980674371,10.186726404179538,70.023,2.6872486379132567,0.835158655053276,4.375,-0.41943762237907095,29.982841733806957,86.82000000000001,5752.126571864444,917.2339503305826,7302.0,1.5773333333333335,13.248745851626902,0.02958916670596253,4.05,12,50,126.81017612524462,35.22504892367906,152.17221135029354,0.014125867186255085,-0.05220336154051088,59.57472135661601,5.284254980674371,5.4662321422276285,5752.126571864444,-0.41943762237907095,2.6872486379132567,1.5773333333333335,-0.38111111111111107,152.17221135029354,126.81017612524462,7302.0,59.57472135661601,0.8333333333333334,sonoma,4.05,race,demo,0.95
25,GR86-008,113,13,131.938,133.21062,-1.2726170654296993,0.010374697045249941,0.24020863566410677,0.35875,-0.0678901026821028,0.6184616352245141,1.4566666666666668,59.22891375409569,34.21171026916336,100.04833333333333,5.258611113960931,9.924582165463255,59.609,4.907956432135091,9.826676970112988,73.13375,2.5579070131600847,0.857350086283984,4.0,-7.453148041984644,28.83019321018953,71.33333333333333,5832.474640967499,882.5205545335876,7200.0,1.4566666666666668,14.89802384907119,0.029228903297419298,4.05,12,50,110.50644999924208,30.69623611090058,132.60773999909048,0.010374697045249941,-0.0678901026821028,59.22891375409569,4.907956432135091,5.258611113960931,5832.474640967499,-7.453148041984644,2.5579070131600847,1.4566666666666668,-0.35875,132.60773999909048,110.50644999924208,7200.0,59.22891375409569,0.8333333333333334,sonoma,4.05,race,demo,0.95
26,GR86-050,050,9,143.26,143.59818,-0.3381750488281341,-0.005736651135417476,0.21369667958323524,0.40775,-0.06662062442634505,0.6382853080934507,1.4991999999999999,53.69574150829465,34.87989758675787,100.03399999999999,4.236420369225455,8.084654012602611,50.197500000000005,4.327285966659067,8.12997527935922,52.593333333333334,2.715636859620778,0.7786469032661406,4.4,-4.800148863978373,38.53576077530302,84.93333333333334,5770.25766951942,906.9810411073805,7302.0,1.4991999999999999,12.151076370291046,0.02866898701539259,4.05,12,50,101.77300013960632,28.27027781655731,122.12760016752759,-0.005736651135417476,-0.06662062442634505,53.69574150829465,4.327285966659067,4.236420369225455,5770.25766951942,-4.800148863978373,2.715636859620778,1.4991999999999999,-0.40775,122.12760016752759,101.77300013960632,7302.0,53.69574150829465,0.8333333333333334,sonoma,4.05,race,demo,0.95
27,GR86-036,098,18,114.668,114.43904,0.22895886230469387,0.00954038395227907,0.238455825353381,0.3718333333333333,-0.06562804208786034,0.6388821140287018,1.447142857142857,56.93352187511127,34.203426199890814,100.0311111111111,5.2237011781786595,10.164544928820858,77.69624999999999,4.912852088294305,9.406763493124213,59.782000000000004,2.6716756225792238,0.8481306585132237,4.625,-4.931173351805427,32.26285795624651,74.80000000000001,5778.725328692962,796.9837221166139,7196.0,1.447142857142857,12.166015363468441,0.029235982330356774,4.05,12,50,127.14968430599644,35.31935675166568,152.57962116719574,0.00954038395227907,-0.06562804208786034,56.93352187511127,4.912852088294305,5.2237011781786595,5778.725328692962,-4.931173351805427,2.6716756225792238,1.447142857142857,-0.3718333333333333,152.57962116719574,127.14968430599644,7196.0,56.93352187511127,0.8333333333333333,sonoma,4.05,race,demo,0.95
28,GR86-013,080,4,118.535,118.38143,0.15356842041015284,-0.008464248631172629,0.24420291680764245,0.42325,-0.0736449382972994,0.6123538367393853,1.4111428571428573,56.02296436177265,32.903128178281854,100.037,5.465853289732449,9.3226575810859,56.83833333333333,5.503480811859061,9.158160628014917,51.303,2.7053368029553058,0.8328506513306065,4.142857142857143,-9.706283428660425,31.385957172967906,58.48571428571429,5707.235477802859,893.9886534084857,7168.0,1.4111428571428573,9.320225059095652,0.03039132337990475,4.05,12,50,123.00164508373055,34.167123634369595,147.60197410047667,-0.008464248631172629,-0.0736449382972994,56.02296436177265,5.503480811859061,5.465853289732449,5707.235477802859,-9.706283428660425,2.7053368029553058,1.4111428571428573,-0.42325,147.60197410047667,123.00164508373055,7168.0,56.02296436177265,0.8333333333333333,sonoma,4.05,race,demo,0.95
29,GR86-062,012,19,117.777,118.051895,-0.2748951416015615,0.015400211726665976,0.2379242474191172,0.44825,-0.06710785255715088,0.5971227567477702,1.361,56.47814954288456,33.557033152478624,100.0653846153846,4.941841147111633,9.504328448784804,63.699999999999996,4.626731111263146,8.798235770972022,46.714375000000004,2.680609295539851,0.9175819591096221,4.0,-3.650417770796232,30.24582141376954,185.04444444444445,5654.05003770739,883.0539218249722,7345.0,1.361,10.094444529481153,0.029799124265008935,4.05,12,50,123.7932703329173,34.38701953692147,148.55192439950076,0.015400211726665976,-0.06710785255715088,56.47814954288456,4.626731111263146,4.941841147111633,5654.05003770739,-3.650417770796232,2.680609295539851,1.361,-0.44825,148.55192439950076,123.7932703329173,7345.0,56.47814954288456,0.8333333333333334,sonoma,4.05,race,demo,0.95
30,GR86-025,047,10,119.875,118.74413,1.1308670043945312,0.008296568279104704,0.23996186809896483,0.3483636363636364,-0.049302854966424614,0.6302377721636965,1.5224285714285715,57.205646516440474,33.975969423557544,100.03857142857143,5.485134895141827,9.677716757157249,55.88666666666666,4.912557667268431,8.792249771216177,56.692499999999995,2.653527464525616,0.8434127723620848,4.8,-4.402297779253716,29.92310765970608,77.91666666666667,5817.21497147246,841.5492836589725,7295.0,1.5224285714285715,11.537973875356338,0.02943170085401029,4.05,12,50,121.62669447340981,33.785192909280504,145.95203336809178,0.008296568279104704,-0.049302854966424614,57.205646516440474,4.912557667268431,5.485134895141827,5817.21497147246,-4.402297779253716,2.653527464525616,1.5224285714285715,-0.3483636363636364,145.95203336809178,121.62669447340981,7295.0,57.205646516440474,0.8333333333333334,sonoma,4.05,race,demo,0.95
